domain,status,method,hash
bees-sport.nl,success,clearbit,e88f9450a378e76c
spitex-wyland.ch,success,clearbit,91a7797364c346cc
nextbikeczech.com,success,clearbit,efc3b03894c7c362
solatube.pt,success,clearbit,b5e64a19b5e64a19
zkteco-ao.com,fail,,
skoda-nancy.fr,success,google_s2,cbc9153416f0da3e
howdentiger.com,success,google_s2,cb1834c7f30ccf19
thebodyshop.ee,success,clearbit,e1b5561a1ee10f63
adra.sk,success,clearbit,bfc0c01c39e2de1d
culliganallegan.com,success,clearbit,fb99a46683988e6c
hertz.com.do,success,clearbit,bb3cc4c33b7cc481
avon.co.mu,success,google_s2,924d39b26630dbec
harigmfg.com,success,clearbit,9a2fc4d039f2706b
aamcorandallstownmd.com,success,clearbit,afb1ea4eb131c0ca
shopee.vn,success,clearbit,e9c696394c6c3993
aamcocarync.com,success,clearbit,afb1ea4eb131c0ca
aliaxis.pl,success,clearbit,e9e19616815999e7
ccusa.co.za,success,clearbit,e62598993666cc3d
aamcolawrencevillega.com,success,clearbit,afb1ea4eb131c0ca
